Cod UF;UF;Sgl UF;Cod IBGE;Nome Município;Latitude;Longitude;Sgl Região;Região;Chave_Localidade;Nome Municipio Tratado
26;Pernambuco;PE;2605301;EXU;-7,51498;-39,7232;NE;Nordeste;PE_EXU;EXU
26;Pernambuco;PE;2605400;FEIRA NOVA;-7,94803;-35,3888;NE;Nordeste;PE_FEIRA NOVA;FEIRA NOVA
26;Pernambuco;PE;2605459;FERNANDO DE NORONHA;-3,84;-32,411;NE;Nordeste;PE_FERNANDO DE NORONHA;FERNANDO DE NORONHA
26;Pernambuco;PE;2605509;FERREIROS;-7,45009;-35,2434;NE;Nordeste;PE_FERREIROS;FERREIROS
26;Pernambuco;PE;2605608;FLORES;-7,85884;-37,9718;NE;Nordeste;PE_FLORES;FLORES
26;Pernambuco;PE;2605707;FLORESTA;-8,5993;-38,572;NE;Nordeste;PE_FLORESTA;FLORESTA
26;Pernambuco;PE;2605806;FREI MIGUELINHO;-7,94165;-35,9208;NE;Nordeste;PE_FREI MIGUELINHO;FREI MIGUELINHO
26;Pernambuco;PE;2605905;GAMELEIRA;-8,58023;-35,3849;NE;Nordeste;PE_GAMELEIRA;GAMELEIRA
26;Pernambuco;PE;2606002;GARANHUNS;-8,88286;-36,4969;NE;Nordeste;PE_GARANHUNS;GARANHUNS
26;Pernambuco;PE;2606101;GLÓRIA DO GOITÁ;-8,0061;-35,2907;NE;Nordeste;PE_GLORIA DO GOITA;GLORIA DO GOITA
26;Pernambuco;PE;2606200;GOIANA;-7,56102;-34,9962;NE;Nordeste;PE_GOIANA;GOIANA
26;Pernambuco;PE;2606309;GRANITO;-7,7148;-39,6152;NE;Nordeste;PE_GRANITO;GRANITO
26;Pernambuco;PE;2606408;GRAVATÁ;-8,21161;-35,5678;NE;Nordeste;PE_GRAVATA;GRAVATA
26;Pernambuco;PE;2606507;IATI;-9,04369;-36,8465;NE;Nordeste;PE_IATI;IATI
26;Pernambuco;PE;2606606;IBIMIRIM;-8,53802;-37,696;NE;Nordeste;PE_IBIMIRIM;IBIMIRIM
26;Pernambuco;PE;2606705;IBIRAJUBA;-8,57954;-36,1769;NE;Nordeste;PE_IBIRAJUBA;IBIRAJUBA
26;Pernambuco;PE;2606804;IGARASSU;-7,83781;-34,9025;NE;Nordeste;PE_IGARASSU;IGARASSU
26;Pernambuco;PE;2606903;IGUARACY;-7,83593;-37,5134;NE;Nordeste;PE_IGUARACY;IGUARACY
26;Pernambuco;PE;2607000;INAJÁ;-8,9;-37,8303;NE;Nordeste;PE_INAJA;INAJA
26;Pernambuco;PE;2607109;INGAZEIRA;-7,67775;-37,4598;NE;Nordeste;PE_INGAZEIRA;INGAZEIRA
26;Pernambuco;PE;2607208;IPOJUCA;-8,39346;-35,0612;NE;Nordeste;PE_IPOJUCA;IPOJUCA
26;Pernambuco;PE;2607307;IPUBI;-7,64547;-40,1479;NE;Nordeste;PE_IPUBI;IPUBI
26;Pernambuco;PE;2607406;ITACURUBA;-8,82273;-38,6978;NE;Nordeste;PE_ITACURUBA;ITACURUBA
26;Pernambuco;PE;2607505;ITAÍBA;-8,94699;-37,4214;NE;Nordeste;PE_ITAIBA;ITAIBA
26;Pernambuco;PE;2607604;ILHA DE ITAMARACÁ;-7,74809;-34,8306;NE;Nordeste;PE_ILHA DE ITAMARACA;ILHA DE ITAMARACA
26;Pernambuco;PE;2607653;ITAMBÉ;-7,40948;-35,1113;NE;Nordeste;PE_ITAMBE;ITAMBE
26;Pernambuco;PE;2607703;ITAPETIM;-7,37593;-37,1858;NE;Nordeste;PE_ITAPETIM;ITAPETIM
26;Pernambuco;PE;2607752;ITAPISSUMA;-7,76841;-34,8974;NE;Nordeste;PE_ITAPISSUMA;ITAPISSUMA
26;Pernambuco;PE;2607802;ITAQUITINGA;-7,66415;-35,1005;NE;Nordeste;PE_ITAQUITINGA;ITAQUITINGA
26;Pernambuco;PE;2607901;JABOATÃO DOS GUARARAPES;-8,11341;-35,0152;NE;Nordeste;PE_JABOATAO DOS GUARARAPES;JABOATAO DOS GUARARAPES
26;Pernambuco;PE;2607950;JAQUEIRA;-8,72661;-35,7945;NE;Nordeste;PE_JAQUEIRA;JAQUEIRA
26;Pernambuco;PE;2608008;JATAÚBA;-7,98243;-36,4964;NE;Nordeste;PE_JATAUBA;JATAUBA
26;Pernambuco;PE;2608057;JATOBÁ;-9,18688;-38,2693;NE;Nordeste;PE_JATOBA;JATOBA
26;Pernambuco;PE;2608107;JOÃO ALFREDO;-7,86069;-35,5911;NE;Nordeste;PE_JOAO ALFREDO;JOAO ALFREDO
26;Pernambuco;PE;2608206;JOAQUIM NABUCO;-8,62324;-35,5291;NE;Nordeste;PE_JOAQUIM NABUCO;JOAQUIM NABUCO
26;Pernambuco;PE;2608255;JUCATI;-8,70674;-36,4889;NE;Nordeste;PE_JUCATI;JUCATI
26;Pernambuco;PE;2608305;JUPI;-8,71197;-36,4182;NE;Nordeste;PE_JUPI;JUPI
26;Pernambuco;PE;2608404;JUREMA;-8,70756;-36,135;NE;Nordeste;PE_JUREMA;JUREMA
26;Pernambuco;PE;2608453;LAGOA DO CARRO;-7,84426;-35,3111;NE;Nordeste;PE_LAGOA DO CARRO;LAGOA DO CARRO
26;Pernambuco;PE;2608503;LAGOA DE ITAENGA;-7,92924;-35,2885;NE;Nordeste;PE_LAGOA DE ITAENGA;LAGOA DE ITAENGA
26;Pernambuco;PE;2608602;LAGOA DO OURO;-9,1261;-36,4587;NE;Nordeste;PE_LAGOA DO OURO;LAGOA DO OURO
26;Pernambuco;PE;2608701;LAGOA DOS GATOS;-8,66063;-35,9043;NE;Nordeste;PE_LAGOA DOS GATOS;LAGOA DOS GATOS
26;Pernambuco;PE;2608750;LAGOA GRANDE;-8,99464;-40,2702;NE;Nordeste;PE_LAGOA GRANDE;LAGOA GRANDE
26;Pernambuco;PE;2608800;LAJEDO;-8,6604;-36,323;NE;Nordeste;PE_LAJEDO;LAJEDO
26;Pernambuco;PE;2608909;LIMOEIRO;-7,87975;-35,4461;NE;Nordeste;PE_LIMOEIRO;LIMOEIRO
26;Pernambuco;PE;2609006;MACAPARANA;-7,55442;-35,45;NE;Nordeste;PE_MACAPARANA;MACAPARANA
26;Pernambuco;PE;2609105;MACHADOS;-7,68507;-35,5154;NE;Nordeste;PE_MACHADOS;MACHADOS
26;Pernambuco;PE;2609154;MANARI;-8,96103;-37,6245;NE;Nordeste;PE_MANARI;MANARI
26;Pernambuco;PE;2609204;MARAIAL;-8,79105;-35,8269;NE;Nordeste;PE_MARAIAL;MARAIAL
26;Pernambuco;PE;2609303;MIRANDIBA;-8,12155;-38,7392;NE;Nordeste;PE_MIRANDIBA;MIRANDIBA
26;Pernambuco;PE;2609402;MORENO;-8,10913;-35,0838;NE;Nordeste;PE_MORENO;MORENO
26;Pernambuco;PE;2609501;NAZARÉ DA MATA;-7,74191;-35,2196;NE;Nordeste;PE_NAZARE DA MATA;NAZARE DA MATA
26;Pernambuco;PE;2609600;OLINDA;-8,01059;-34,8548;NE;Nordeste;PE_OLINDA;OLINDA
26;Pernambuco;PE;2609709;OROBÓ;-7,74727;-35,6045;NE;Nordeste;PE_OROBO;OROBO
26;Pernambuco;PE;2609808;OROCÓ;-8,61068;-39,603;NE;Nordeste;PE_OROCO;OROCO
26;Pernambuco;PE;2609907;OURICURI;-7,8796;-40,0803;NE;Nordeste;PE_OURICURI;OURICURI
26;Pernambuco;PE;2610004;PALMARES;-8,68465;-35,5893;NE;Nordeste;PE_PALMARES;PALMARES
26;Pernambuco;PE;2610103;PALMEIRINA;-9,01133;-36,3245;NE;Nordeste;PE_PALMEIRINA;PALMEIRINA
26;Pernambuco;PE;2610202;PANELAS;-8,66458;-36,0071;NE;Nordeste;PE_PANELAS;PANELAS
26;Pernambuco;PE;2610301;PARANATAMA;-8,91918;-36,6552;NE;Nordeste;PE_PARANATAMA;PARANATAMA
26;Pernambuco;PE;2610400;PARNAMIRIM;-8,09157;-39,5782;NE;Nordeste;PE_PARNAMIRIM;PARNAMIRIM
26;Pernambuco;PE;2610509;PASSIRA;-7,9776;-35,5839;NE;Nordeste;PE_PASSIRA;PASSIRA
26;Pernambuco;PE;2610608;PAUDALHO;-7,90329;-35,1719;NE;Nordeste;PE_PAUDALHO;PAUDALHO
26;Pernambuco;PE;2610707;PAULISTA;-7,9406;-34,8674;NE;Nordeste;PE_PAULISTA;PAULISTA
26;Pernambuco;PE;2610806;PEDRA;-8,49996;-36,9459;NE;Nordeste;PE_PEDRA;PEDRA
26;Pernambuco;PE;2610905;PESQUEIRA;-8,3584;-36,6981;NE;Nordeste;PE_PESQUEIRA;PESQUEIRA
26;Pernambuco;PE;2611002;PETROLÂNDIA;-9,07715;-38,29;NE;Nordeste;PE_PETROLANDIA;PETROLANDIA
26;Pernambuco;PE;2611101;PETROLINA;-9,38909;-40,5031;NE;Nordeste;PE_PETROLINA;PETROLINA
26;Pernambuco;PE;2611200;POÇÃO;-8,18622;-36,704;NE;Nordeste;PE_POCAO;POCAO
26;Pernambuco;PE;2611309;POMBOS;-8,14024;-35,397;NE;Nordeste;PE_POMBOS;POMBOS
26;Pernambuco;PE;2611408;PRIMAVERA;-8,33041;-35,3547;NE;Nordeste;PE_PRIMAVERA;PRIMAVERA
26;Pernambuco;PE;2611507;QUIPAPÁ;-8,81218;-36,014;NE;Nordeste;PE_QUIPAPA;QUIPAPA
26;Pernambuco;PE;2611533;QUIXABA;-7,71894;-37,8464;NE;Nordeste;PE_QUIXABA;QUIXABA
26;Pernambuco;PE;2611606;RECIFE;-8,05449;-34,8813;NE;Nordeste;PE_RECIFE;RECIFE
26;Pernambuco;PE;2611705;RIACHO DAS ALMAS;-8,13784;-35,8651;NE;Nordeste;PE_RIACHO DAS ALMAS;RIACHO DAS ALMAS
26;Pernambuco;PE;2611804;RIBEIRÃO;-8,51;-35,3701;NE;Nordeste;PE_RIBEIRAO;RIBEIRAO
26;Pernambuco;PE;2611903;RIO FORMOSO;-8,65963;-35,1535;NE;Nordeste;PE_RIO FORMOSO;RIO FORMOSO
26;Pernambuco;PE;2612000;SAIRÉ;-8,32906;-35,697;NE;Nordeste;PE_SAIRE;SAIRE
26;Pernambuco;PE;2612109;SALGADINHO;-7,93779;-35,6321;NE;Nordeste;PE_SALGADINHO;SALGADINHO
26;Pernambuco;PE;2612208;SALGUEIRO;-8,07416;-39,125;NE;Nordeste;PE_SALGUEIRO;SALGUEIRO
26;Pernambuco;PE;2612307;SALOÁ;-8,97273;-36,6913;NE;Nordeste;PE_SALOA;SALOA
26;Pernambuco;PE;2612406;SANHARÓ;-8,36181;-36,5632;NE;Nordeste;PE_SANHARO;SANHARO
26;Pernambuco;PE;2612455;SANTA CRUZ;-8,24099;-40,3376;NE;Nordeste;PE_SANTA CRUZ;SANTA CRUZ
26;Pernambuco;PE;2612471;SANTA CRUZ DA BAIXA VERDE;-7,82109;-38,1522;NE;Nordeste;PE_SANTA CRUZ DA BAIXA VERDE;SANTA CRUZ DA BAIXA VERDE
26;Pernambuco;PE;2612505;SANTA CRUZ DO CAPIBARIBE;-7,94844;-36,2064;NE;Nordeste;PE_SANTA CRUZ DO CAPIBARIBE;SANTA CRUZ DO CAPIBARIBE
26;Pernambuco;PE;2612554;SANTA FILOMENA;-8,16045;-40,6119;NE;Nordeste;PE_SANTA FILOMENA;SANTA FILOMENA
26;Pernambuco;PE;2612604;SANTA MARIA DA BOA VISTA;-8,79808;-39,8244;NE;Nordeste;PE_SANTA MARIA DA BOA VISTA;SANTA MARIA DA BOA VISTA
26;Pernambuco;PE;2612703;SANTA MARIA DO CAMBUCÁ;-7,83299;-35,8813;NE;Nordeste;PE_SANTA MARIA DO CAMBUCA;SANTA MARIA DO CAMBUCA
26;Pernambuco;PE;2612802;SANTA TEREZINHA;-7,37738;-37,4791;NE;Nordeste;PE_SANTA TEREZINHA;SANTA TEREZINHA
26;Pernambuco;PE;2612901;SÃO BENEDITO DO SUL;-8,81703;-35,9456;NE;Nordeste;PE_SAO BENEDITO DO SUL;SAO BENEDITO DO SUL
26;Pernambuco;PE;2613008;SÃO BENTO DO UNA;-8,5268;-36,4468;NE;Nordeste;PE_SAO BENTO DO UNA;SAO BENTO DO UNA
26;Pernambuco;PE;2613107;SÃO CAITANO;-8,32841;-36,1395;NE;Nordeste;PE_SAO CAITANO;SAO CAITANO
26;Pernambuco;PE;2613206;SÃO JOÃO;-8,87619;-36,3656;NE;Nordeste;PE_SAO JOAO;SAO JOAO
26;Pernambuco;PE;2613305;SÃO JOAQUIM DO MONTE;-8,43239;-35,8038;NE;Nordeste;PE_SAO JOAQUIM DO MONTE;SAO JOAQUIM DO MONTE
26;Pernambuco;PE;2613404;SÃO JOSÉ DA COROA GRANDE;-8,88981;-35,1518;NE;Nordeste;PE_SAO JOSE DA COROA GRANDE;SAO JOSE DA COROA GRANDE
26;Pernambuco;PE;2613503;SÃO JOSÉ DO BELMONTE;-7,86541;-38,7613;NE;Nordeste;PE_SAO JOSE DO BELMONTE;SAO JOSE DO BELMONTE
26;Pernambuco;PE;2613602;SÃO JOSÉ DO EGITO;-7,46987;-37,2743;NE;Nordeste;PE_SAO JOSE DO EGITO;SAO JOSE DO EGITO
26;Pernambuco;PE;2613701;SÃO LOURENÇO DA MATA;-8,00727;-35,0126;NE;Nordeste;PE_SAO LOURENCO DA MATA;SAO LOURENCO DA MATA
26;Pernambuco;PE;2613800;SÃO VICENTE FERRER;-7,59208;-35,4866;NE;Nordeste;PE_SAO VICENTE FERRER;SAO VICENTE FERRER
26;Pernambuco;PE;2613909;SERRA TALHADA;-7,9822;-38,2893;NE;Nordeste;PE_SERRA TALHADA;SERRA TALHADA
26;Pernambuco;PE;2614006;SERRITA;-7,94083;-39,2954;NE;Nordeste;PE_SERRITA;SERRITA
26;Pernambuco;PE;2614105;SERTÂNIA;-8,06889;-37,2687;NE;Nordeste;PE_SERTANIA;SERTANIA
26;Pernambuco;PE;2614204;SIRINHAÉM;-8,58821;-35,1129;NE;Nordeste;PE_SIRINHAEM;SIRINHAEM
26;Pernambuco;PE;2614303;MOREILÂNDIA;-7,62099;-39,5469;NE;Nordeste;PE_MOREILANDIA;MOREILANDIA
26;Pernambuco;PE;2614402;SOLIDÃO;-7,60104;-37,6488;NE;Nordeste;PE_SOLIDAO;SOLIDAO
26;Pernambuco;PE;2614501;SURUBIM;-7,84707;-35,7605;NE;Nordeste;PE_SURUBIM;SURUBIM
26;Pernambuco;PE;2614600;TABIRA;-7,58408;-37,538;NE;Nordeste;PE_TABIRA;TABIRA
26;Pernambuco;PE;2614709;TACAIMBÓ;-8,31693;-36,2919;NE;Nordeste;PE_TACAIMBO;TACAIMBO
26;Pernambuco;PE;2614808;TACARATU;-9,1034;-38,1498;NE;Nordeste;PE_TACARATU;TACARATU
26;Pernambuco;PE;2614857;TAMANDARÉ;-8,75708;-35,1036;NE;Nordeste;PE_TAMANDARE;TAMANDARE
26;Pernambuco;PE;2615003;TAQUARITINGA DO NORTE;-7,89801;-36,0497;NE;Nordeste;PE_TAQUARITINGA DO NORTE;TAQUARITINGA DO NORTE
26;Pernambuco;PE;2615102;TEREZINHA;-9,05604;-36,6245;NE;Nordeste;PE_TEREZINHA;TEREZINHA
26;Pernambuco;PE;2615201;TERRA NOVA;-8,2286;-39,3789;NE;Nordeste;PE_TERRA NOVA;TERRA NOVA
26;Pernambuco;PE;2615300;TIMBAÚBA;-7,51041;-35,3172;NE;Nordeste;PE_TIMBAUBA;TIMBAUBA
26;Pernambuco;PE;2615409;TORITAMA;-8,00418;-36,0569;NE;Nordeste;PE_TORITAMA;TORITAMA
26;Pernambuco;PE;2615508;TRACUNHAÉM;-7,80326;-35,2363;NE;Nordeste;PE_TRACUNHAEM;TRACUNHAEM
26;Pernambuco;PE;2615607;TRINDADE;-7,75942;-40,265;NE;Nordeste;PE_TRINDADE;TRINDADE
26;Pernambuco;PE;2615706;TRIUNFO;-7,83439;-38,1055;NE;Nordeste;PE_TRIUNFO;TRIUNFO
26;Pernambuco;PE;2615805;TUPANATINGA;-8,75359;-37,3432;NE;Nordeste;PE_TUPANATINGA;TUPANATINGA
26;Pernambuco;PE;2615904;TUPARETAMA;-7,60149;-37,31;NE;Nordeste;PE_TUPARETAMA;TUPARETAMA
26;Pernambuco;PE;2616001;VENTUROSA;-8,57646;-36,8762;NE;Nordeste;PE_VENTUROSA;VENTUROSA
26;Pernambuco;PE;2616100;VERDEJANTE;-7,93049;-38,9699;NE;Nordeste;PE_VERDEJANTE;VERDEJANTE
26;Pernambuco;PE;2616183;VERTENTE DO LÉRIO;-7,77127;-35,8493;NE;Nordeste;PE_VERTENTE DO LERIO;VERTENTE DO LERIO
26;Pernambuco;PE;2616209;VERTENTES;-7,90361;-35,9867;NE;Nordeste;PE_VERTENTES;VERTENTES
26;Pernambuco;PE;2616308;VICÊNCIA;-7,65645;-35,3218;NE;Nordeste;PE_VICENCIA;VICENCIA
26;Pernambuco;PE;2616407;VITÓRIA DE SANTO ANTÃO;-8,12862;-35,2979;NE;Nordeste;PE_VITORIA DE SANTO ANTAO;VITORIA DE SANTO ANTAO
26;Pernambuco;PE;2616506;XEXÉU;-8,80503;-35,6215;NE;Nordeste;PE_XEXEU;XEXEU
23;Ceará;CE;2300101;ABAIARA;-7,36095;-39,0485;NE;Nordeste;CE_ABAIARA;ABAIARA
23;Ceará;CE;2300150;ACARAPE;-4,22123;-38,7058;NE;Nordeste;CE_ACARAPE;ACARAPE
23;Ceará;CE;2300200;ACARAÚ;-2,88808;-40,1186;NE;Nordeste;CE_ACARAU;ACARAU
23;Ceará;CE;2300309;ACOPIARA;-6,08952;-39,4484;NE;Nordeste;CE_ACOPIARA;ACOPIARA
23;Ceará;CE;2300408;AIUABA;-6,5693;-40,1218;NE;Nordeste;CE_AIUABA;AIUABA
23;Ceará;CE;2300507;ALCÂNTARAS;-3,58379;-40,5436;NE;Nordeste;CE_ALCANTARAS;ALCANTARAS
23;Ceará;CE;2300606;ALTANEIRA;-6,99879;-39,7359;NE;Nordeste;CE_ALTANEIRA;ALTANEIRA
23;Ceará;CE;2300705;ALTO SANTO;-5,50935;-38,2746;NE;Nordeste;CE_ALTO SANTO;ALTO SANTO
23;Ceará;CE;2300754;AMONTADA;-3,36324;-39,8296;NE;Nordeste;CE_AMONTADA;AMONTADA
23;Ceará;CE;2300804;ANTONINA DO NORTE;-6,77475;-39,9871;NE;Nordeste;CE_ANTONINA DO NORTE;ANTONINA DO NORTE
23;Ceará;CE;2300903;APUIARÉS;-3,94545;-39,4362;NE;Nordeste;CE_APUIARES;APUIARES
23;Ceará;CE;2301000;AQUIRAZ;-3,89969;-38,3899;NE;Nordeste;CE_AQUIRAZ;AQUIRAZ
23;Ceará;CE;2301109;ARACATI;-4,55866;-37,7682;NE;Nordeste;CE_ARACATI;ARACATI
23;Ceará;CE;2301208;ARACOIABA;-4,36912;-38,8128;NE;Nordeste;CE_ARACOIABA;ARACOIABA
23;Ceará;CE;2301257;ARARENDÁ;-4,74607;-40,8313;NE;Nordeste;CE_ARARENDA;ARARENDA
23;Ceará;CE;2301307;ARARIPE;-7,21361;-40,1362;NE;Nordeste;CE_ARARIPE;ARARIPE
23;Ceará;CE;2301406;ARATUBA;-4,41269;-39,0474;NE;Nordeste;CE_ARATUBA;ARATUBA
23;Ceará;CE;2301505;ARNEIROZ;-6,31691;-40,1656;NE;Nordeste;CE_ARNEIROZ;ARNEIROZ
23;Ceará;CE;2301604;ASSARÉ;-6,87131;-39,8711;NE;Nordeste;CE_ASSARE;ASSARE
23;Ceará;CE;2301703;AURORA;-6,9339;-38,9745;NE;Nordeste;CE_AURORA;AURORA
23;Ceará;CE;2301802;BAIXIO;-6,72025;-38,714;NE;Nordeste;CE_BAIXIO;BAIXIO
23;Ceará;CE;2301851;BANABUIÚ;-5,30495;-38,9135;NE;Nordeste;CE_BANABUIU;BANABUIU
23;Ceará;CE;2301901;BARBALHA;-7,30084;-39,3088;NE;Nordeste;CE_BARBALHA;BARBALHA
23;Ceará;CE;2301950;BARREIRA;-4,2896;-38,6432;NE;Nordeste;CE_BARREIRA;BARREIRA
23;Ceará;CE;2302008;BARRO;-7,17697;-38,7794;NE;Nordeste;CE_BARRO;BARRO
23;Ceará;CE;2302057;BARROQUINHA;-3,0209;-41,1362;NE;Nordeste;CE_BARROQUINHA;BARROQUINHA
23;Ceará;CE;2302107;BATURITÉ;-4,32638;-38,8815;NE;Nordeste;CE_BATURITE;BATURITE
23;Ceará;CE;2302206;BEBERIBE;-4,17781;-38,1274;NE;Nordeste;CE_BEBERIBE;BEBERIBE
23;Ceará;CE;2302305;BELA CRUZ;-3,05036;-40,1675;NE;Nordeste;CE_BELA CRUZ;BELA CRUZ
23;Ceará;CE;2302404;BOA VIAGEM;-5,11299;-39,734;NE;Nordeste;CE_BOA VIAGEM;BOA VIAGEM
23;Ceará;CE;2302503;BREJO SANTO;-7,48898;-38,9864;NE;Nordeste;CE_BREJO SANTO;BREJO SANTO
23;Ceará;CE;2302602;CAMOCIM;-2,89874;-40,848;NE;Nordeste;CE_CAMOCIM;CAMOCIM
23;Ceará;CE;2302701;CAMPOS SALES;-7,07217;-40,3758;NE;Nordeste;CE_CAMPOS SALES;CAMPOS SALES
23;Ceará;CE;2302800;CANINDÉ;-4,35202;-39,3158;NE;Nordeste;CE_CANINDE;CANINDE
23;Ceará;CE;2302909;CAPISTRANO;-4,45609;-38,9052;NE;Nordeste;CE_CAPISTRANO;CAPISTRANO
23;Ceará;CE;2303006;CARIDADE;-4,22554;-39,1915;NE;Nordeste;CE_CARIDADE;CARIDADE
23;Ceará;CE;2303105;CARIRÉ;-3,95091;-40,4759;NE;Nordeste;CE_CARIRE;CARIRE
23;Ceará;CE;2303204;CARIRIAÇU;-7,03439;-39,2825;NE;Nordeste;CE_CARIRIACU;CARIRIACU
23;Ceará;CE;2303303;CARIÚS;-6,53334;-39,4966;NE;Nordeste;CE_CARIUS;CARIUS
23;Ceará;CE;2303402;CARNAUBAL;-4,16024;-40,9416;NE;Nordeste;CE_CARNAUBAL;CARNAUBAL
23;Ceará;CE;2303501;CASCAVEL;-4,13007;-38,2415;NE;Nordeste;CE_CASCAVEL;CASCAVEL
23;Ceará;CE;2303600;CATARINA;-6,12332;-39,874;NE;Nordeste;CE_CATARINA;CATARINA
23;Ceará;CE;2303659;CATUNDA;-4,64376;-40,2003;NE;Nordeste;CE_CATUNDA;CATUNDA
23;Ceará;CE;2303709;CAUCAIA;-3,72836;-38,6622;NE;Nordeste;CE_CAUCAIA;CAUCAIA
23;Ceará;CE;2303808;CEDRO;-6,60076;-39,0612;NE;Nordeste;CE_CEDRO;CEDRO
23;Ceará;CE;2303907;CHAVAL;-3,0361;-41,2438;NE;Nordeste;CE_CHAVAL;CHAVAL
23;Ceará;CE;2303931;CHORÓ;-4,83946;-39,1347;NE;Nordeste;CE_CHORO;CHORO
23;Ceará;CE;2303956;CHOROZINHO;-4,30018;-38,5006;NE;Nordeste;CE_CHOROZINHO;CHOROZINHO
23;Ceará;CE;2304004;COREAÚ;-3,55215;-40,6536;NE;Nordeste;CE_COREAU;COREAU
23;Ceará;CE;2304103;CRATEÚS;-5,16809;-40,654;NE;Nordeste;CE_CRATEUS;CRATEUS
23;Ceará;CE;2304202;CRATO;-7,22898;-39,4102;NE;Nordeste;CE_CRATO;CRATO
23;Ceará;CE;2304236;CROATÁ;-4,41258;-40,9028;NE;Nordeste;CE_CROATA;CROATA
23;Ceará;CE;2304251;CRUZ;-2,91852;-40,1763;NE;Nordeste;CE_CRUZ;CRUZ
23;Ceará;CE;2304269;DEPUTADO IRAPUAN PINHEIRO;-5,91526;-39,2573;NE;Nordeste;CE_DEPUTADO IRAPUAN PINHEIRO;DEPUTADO IRAPUAN PINHEIRO
23;Ceará;CE;2304277;ERERÊ;-6,02792;-38,3464;NE;Nordeste;CE_ERERE;ERERE
23;Ceará;CE;2304285;EUSÉBIO;-3,8929;-38,4562;NE;Nordeste;CE_EUSEBIO;EUSEBIO
23;Ceará;CE;2304301;FARIAS BRITO;-6,92188;-39,5654;NE;Nordeste;CE_FARIAS BRITO;FARIAS BRITO
23;Ceará;CE;2304350;FORQUILHA;-3,79984;-40,2637;NE;Nordeste;CE_FORQUILHA;FORQUILHA
23;Ceará;CE;2304400;FORTALEZA;-3,71746;-38,5433;NE;Nordeste;CE_FORTALEZA;FORTALEZA
23;Ceará;CE;2304459;FORTIM;-4,45166;-37,7984;NE;Nordeste;CE_FORTIM;FORTIM
23;Ceará;CE;2304509;FRECHEIRINHA;-3,76817;-40,8333;NE;Nordeste;CE_FRECHEIRINHA;FRECHEIRINHA
23;Ceará;CE;2304608;GENERAL SAMPAIO;-4,0439;-39,4543;NE;Nordeste;CE_GENERAL SAMPAIO;GENERAL SAMPAIO
23;Ceará;CE;2304657;GRAÇA;-4,04461;-40,7494;NE;Nordeste;CE_GRACA;GRACA
23;Ceará;CE;2304707;GRANJA;-3,12307;-40,827;NE;Nordeste;CE_GRANJA;GRANJA
23;Ceará;CE;2304806;GRANJEIRO;-6,88862;-39,2182;NE;Nordeste;CE_GRANJEIRO;GRANJEIRO
23;Ceará;CE;2304905;GROAÍRAS;-3,91826;-40,3856;NE;Nordeste;CE_GROAIRAS;GROAIRAS
23;Ceará;CE;2304954;GUAIÚBA;-4,04097;-38,6407;NE;Nordeste;CE_GUAIUBA;GUAIUBA
23;Ceará;CE;2305001;GUARACIABA DO NORTE;-4,15853;-40,7479;NE;Nordeste;CE_GUARACIABA DO NORTE;GUARACIABA DO NORTE
23;Ceará;CE;2305100;GUARAMIRANGA;-4,26288;-38,9324;NE;Nordeste;CE_GUARAMIRANGA;GUARAMIRANGA
23;Ceará;CE;2305209;HIDROLÂNDIA;-4,40998;-40,4059;NE;Nordeste;CE_HIDROLANDIA;HIDROLANDIA
23;Ceará;CE;2305233;HORIZONTE;-4,11093;-38,4886;NE;Nordeste;CE_HORIZONTE;HORIZONTE
23;Ceará;CE;2305266;IBARETAMA;-4,82086;-38,8243;NE;Nordeste;CE_IBARETAMA;IBARETAMA
23;Ceará;CE;2305308;IBIAPINA;-3,92442;-40,8915;NE;Nordeste;CE_IBIAPINA;IBIAPINA
23;Ceará;CE;2305332;IBICUITINGA;-4,9704;-38,6366;NE;Nordeste;CE_IBICUITINGA;IBICUITINGA
23;Ceará;CE;2305357;ICAPUÍ;-4,71247;-37,3534;NE;Nordeste;CE_ICAPUI;ICAPUI
23;Ceará;CE;2305407;ICÓ;-6,39668;-38,8557;NE;Nordeste;CE_ICO;ICO
23;Ceará;CE;2305506;IGUATU;-6,36322;-39,2895;NE;Nordeste;CE_IGUATU;IGUATU
23;Ceará;CE;2305605;INDEPENDÊNCIA;-5,3883;-40,3089;NE;Nordeste;CE_INDEPENDENCIA;INDEPENDENCIA
23;Ceará;CE;2305654;IPAPORANGA;-4,89804;-40,754;NE;Nordeste;CE_IPAPORANGA;IPAPORANGA
23;Ceará;CE;2305704;IPAUMIRIM;-6,78306;-38,7182;NE;Nordeste;CE_IPAUMIRIM;IPAUMIRIM
23;Ceará;CE;2305803;IPU;-4,31788;-40,7062;NE;Nordeste;CE_IPU;IPU
23;Ceará;CE;2305902;IPUEIRAS;-4,53877;-40,7124;NE;Nordeste;CE_IPUEIRAS;IPUEIRAS
23;Ceará;CE;2306009;IRACEMA;-5,81281;-38,2923;NE;Nordeste;CE_IRACEMA;IRACEMA
23;Ceará;CE;2306108;IRAUÇUBA;-3,74776;-39,7847;NE;Nordeste;CE_IRAUCUBA;IRAUCUBA
23;Ceará;CE;2306207;ITAIÇABA;-4,67186;-37,8333;NE;Nordeste;CE_ITAICABA;ITAICABA
