Cod UF;UF;Sgl UF;Cod IBGE;Nome Município;Latitude;Longitude;Sgl Região;Região;Chave_Localidade;Nome Municipio Tratado
29;Bahia;BA;2900108;ABAÍRA;-13,2507;-41,6647;NE;Nordeste;BA_ABAIRA;ABAIRA
29;Bahia;BA;2900207;ABARÉ;-8,72375;-39,1146;NE;Nordeste;BA_ABARE;ABARE
29;Bahia;BA;2900306;ACAJUTIBA;-11,658;-38,0201;NE;Nordeste;BA_ACAJUTIBA;ACAJUTIBA
29;Bahia;BA;2900355;ADUSTINA;-10,5357;-38,1158;NE;Nordeste;BA_ADUSTINA;ADUSTINA
29;Bahia;BA;2900405;ÁGUA FRIA;-11,8623;-38,7642;NE;Nordeste;BA_AGUA FRIA;AGUA FRIA
29;Bahia;BA;2900504;ÉRICO CARDOSO;-13,4176;-42,1407;NE;Nordeste;BA_ERICO CARDOSO;ERICO CARDOSO
29;Bahia;BA;2900603;AIQUARA;-14,1274;-39,894;NE;Nordeste;BA_AIQUARA;AIQUARA
29;Bahia;BA;2900702;ALAGOINHAS;-12,134;-38,4211;NE;Nordeste;BA_ALAGOINHAS;ALAGOINHAS
29;Bahia;BA;2900801;ALCOBAÇA;-17,5199;-39,2039;NE;Nordeste;BA_ALCOBACA;ALCOBACA
29;Bahia;BA;2900900;ALMADINA;-14,7093;-39,6418;NE;Nordeste;BA_ALMADINA;ALMADINA
29;Bahia;BA;2901007;AMARGOSA;-13,0319;-39,5972;NE;Nordeste;BA_AMARGOSA;AMARGOSA
29;Bahia;BA;2901106;AMÉLIA RODRIGUES;-12,3976;-38,7535;NE;Nordeste;BA_AMELIA RODRIGUES;AMELIA RODRIGUES
29;Bahia;BA;2901155;AMÉRICA DOURADA;-11,4434;-41,4393;NE;Nordeste;BA_AMERICA DOURADA;AMERICA DOURADA
29;Bahia;BA;2901205;ANAGÉ;-14,6143;-41,139;NE;Nordeste;BA_ANAGE;ANAGE
29;Bahia;BA;2901304;ANDARAÍ;-12,7952;-41,3286;NE;Nordeste;BA_ANDARAI;ANDARAI
29;Bahia;BA;2901353;ANDORINHA;-10,3436;-39,8338;NE;Nordeste;BA_ANDORINHA;ANDORINHA
29;Bahia;BA;2901403;ANGICAL;-12,0091;-44,7001;NE;Nordeste;BA_ANGICAL;ANGICAL
29;Bahia;BA;2901502;ANGUERA;-12,1519;-39,2441;NE;Nordeste;BA_ANGUERA;ANGUERA
29;Bahia;BA;2901601;ANTAS;-10,4132;-38,3323;NE;Nordeste;BA_ANTAS;ANTAS
29;Bahia;BA;2901700;ANTÔNIO CARDOSO;-12,4339;-39,1179;NE;Nordeste;BA_ANTONIO CARDOSO;ANTONIO CARDOSO
29;Bahia;BA;2901809;ANTÔNIO GONÇALVES;-10,5722;-40,2758;NE;Nordeste;BA_ANTONIO GONCALVES;ANTONIO GONCALVES
29;Bahia;BA;2901908;APORÁ;-11,6608;-38,0806;NE;Nordeste;BA_APORA;APORA
29;Bahia;BA;2901957;APUAREMA;-13,8559;-39,7447;NE;Nordeste;BA_APUAREMA;APUAREMA
29;Bahia;BA;2902005;ARACATU;-14,4284;-41,4651;NE;Nordeste;BA_ARACATU;ARACATU
29;Bahia;BA;2902054;ARAÇAS;-12,2144;-38,202;NE;Nordeste;BA_ARACAS;ARACAS
29;Bahia;BA;2902104;ARACI;-11,3333;-38,9599;NE;Nordeste;BA_ARACI;ARACI
29;Bahia;BA;2902203;ARAMARI;-12,0888;-38,4973;NE;Nordeste;BA_ARAMARI;ARAMARI
29;Bahia;BA;2902252;ARATACA;-15,2656;-39,4193;NE;Nordeste;BA_ARATACA;ARATACA
29;Bahia;BA;2902302;ARATUÍPE;-13,0773;-39,0019;NE;Nordeste;BA_ARATUIPE;ARATUIPE
29;Bahia;BA;2902401;AURELINO LEAL;-14,3181;-39,3227;NE;Nordeste;BA_AURELINO LEAL;AURELINO LEAL
29;Bahia;BA;2902500;BAIANÓPOLIS;-12,3076;-44,5386;NE;Nordeste;BA_BAIANOPOLIS;BAIANOPOLIS
29;Bahia;BA;2902609;BAIXA GRANDE;-11,9561;-40,1687;NE;Nordeste;BA_BAIXA GRANDE;BAIXA GRANDE
29;Bahia;BA;2902658;BANZAÊ;-10,583;-38,6131;NE;Nordeste;BA_BANZAE;BANZAE
29;Bahia;BA;2902708;BARRA;-11,0863;-43,1463;NE;Nordeste;BA_BARRA;BARRA
29;Bahia;BA;2902807;BARRA DA ESTIVA;-13,6273;-41,3306;NE;Nordeste;BA_BARRA DA ESTIVA;BARRA DA ESTIVA
29;Bahia;BA;2902906;BARRA DO CHOÇA;-14,8659;-40,5794;NE;Nordeste;BA_BARRA DO CHOCA;BARRA DO CHOCA
29;Bahia;BA;2903003;BARRA DO MENDES;-11,8104;-42,0593;NE;Nordeste;BA_BARRA DO MENDES;BARRA DO MENDES
29;Bahia;BA;2903102;BARRA DO ROCHA;-14,2097;-39,6002;NE;Nordeste;BA_BARRA DO ROCHA;BARRA DO ROCHA
29;Bahia;BA;2903201;BARREIRAS;-12,1443;-44,9972;NE;Nordeste;BA_BARREIRAS;BARREIRAS
29;Bahia;BA;2903235;BARRO ALTO;-11,7609;-41,9058;NE;Nordeste;BA_BARRO ALTO;BARRO ALTO
29;Bahia;BA;2903276;BARROCAS;-11,5277;-39,0779;NE;Nordeste;BA_BARROCAS;BARROCAS
29;Bahia;BA;2903300;BARRO PRETO;-14,7952;-39,4764;NE;Nordeste;BA_BARRO PRETO;BARRO PRETO
29;Bahia;BA;2903409;BELMONTE;-15,8613;-38,8761;NE;Nordeste;BA_BELMONTE;BELMONTE
29;Bahia;BA;2903508;BELO CAMPO;-15,0338;-41,2655;NE;Nordeste;BA_BELO CAMPO;BELO CAMPO
29;Bahia;BA;2903607;BIRITINGA;-11,6215;-38,8054;NE;Nordeste;BA_BIRITINGA;BIRITINGA
29;Bahia;BA;2903706;BOA NOVA;-14,3642;-40,2061;NE;Nordeste;BA_BOA NOVA;BOA NOVA
29;Bahia;BA;2903805;BOA VISTA DO TUPIM;-12,6606;-40,6089;NE;Nordeste;BA_BOA VISTA DO TUPIM;BOA VISTA DO TUPIM
29;Bahia;BA;2903904;BOM JESUS DA LAPA;-13,251;-43,4111;NE;Nordeste;BA_BOM JESUS DA LAPA;BOM JESUS DA LAPA
29;Bahia;BA;2903953;BOM JESUS DA SERRA;-14,374;-40,5049;NE;Nordeste;BA_BOM JESUS DA SERRA;BOM JESUS DA SERRA
29;Bahia;BA;2904001;BONINAL;-12,7073;-41,8289;NE;Nordeste;BA_BONINAL;BONINAL
29;Bahia;BA;2904050;BONITO;-11,9672;-41,265;NE;Nordeste;BA_BONITO;BONITO
29;Bahia;BA;2904100;BOQUIRA;-12,821;-42,7327;NE;Nordeste;BA_BOQUIRA;BOQUIRA
29;Bahia;BA;2904209;BOTUPORÃ;-13,3796;-42,5245;NE;Nordeste;BA_BOTUPORA;BOTUPORA
29;Bahia;BA;2904308;BREJÕES;-13,104;-39,7942;NE;Nordeste;BA_BREJOES;BREJOES
29;Bahia;BA;2904407;BREJOLÂNDIA;-12,4863;-43,9616;NE;Nordeste;BA_BREJOLANDIA;BREJOLANDIA
29;Bahia;BA;2904506;BROTAS DE MACAÚBAS;-11,9951;-42,6302;NE;Nordeste;BA_BROTAS DE MACAUBAS;BROTAS DE MACAUBAS
29;Bahia;BA;2904605;BRUMADO;-14,2026;-41,6699;NE;Nordeste;BA_BRUMADO;BRUMADO
29;Bahia;BA;2904704;BUERAREMA;-14,9561;-39,3027;NE;Nordeste;BA_BUERAREMA;BUERAREMA
29;Bahia;BA;2904753;BURITIRAMA;-10,7176;-43,634;NE;Nordeste;BA_BURITIRAMA;BURITIRAMA
29;Bahia;BA;2904803;CAATIBA;-14,9782;-40,4092;NE;Nordeste;BA_CAATIBA;CAATIBA
29;Bahia;BA;2904852;CABACEIRAS DO PARAGUAÇU;-12,5321;-39,1906;NE;Nordeste;BA_CABACEIRAS DO PARAGUACU;CABACEIRAS DO PARAGUACU
29;Bahia;BA;2904902;CACHOEIRA;-12,5999;-38,959;NE;Nordeste;BA_CACHOEIRA;CACHOEIRA
29;Bahia;BA;2905008;CACULÉ;-14,5007;-42,2232;NE;Nordeste;BA_CACULE;CACULE
29;Bahia;BA;2905107;CAÉM;-11,0681;-40,4324;NE;Nordeste;BA_CAEM;CAEM
29;Bahia;BA;2905156;CAETANOS;-14,3389;-40,91;NE;Nordeste;BA_CAETANOS;CAETANOS
29;Bahia;BA;2905206;CAETITÉ;-14,0689;-42,4865;NE;Nordeste;BA_CAETITE;CAETITE
29;Bahia;BA;2905305;CAFARNAUM;-11,6918;-41,4692;NE;Nordeste;BA_CAFARNAUM;CAFARNAUM
29;Bahia;BA;2905404;CAIRU;-13,4908;-39,0468;NE;Nordeste;BA_CAIRU;CAIRU
29;Bahia;BA;2905503;CALDEIRÃO GRANDE;-11,0279;-40,2975;NE;Nordeste;BA_CALDEIRAO GRANDE;CALDEIRAO GRANDE
29;Bahia;BA;2905602;CAMACAN;-15,4146;-39,4923;NE;Nordeste;BA_CAMACAN;CAMACAN
29;Bahia;BA;2905701;CAMAÇARI;-12,7001;-38,3266;NE;Nordeste;BA_CAMACARI;CAMACARI
29;Bahia;BA;2905800;CAMAMU;-13,9402;-39,1074;NE;Nordeste;BA_CAMAMU;CAMAMU
29;Bahia;BA;2905909;CAMPO ALEGRE DE LOURDES;-9,51602;-43,0088;NE;Nordeste;BA_CAMPO ALEGRE DE LOURDES;CAMPO ALEGRE DE LOURDES
29;Bahia;BA;2906006;CAMPO FORMOSO;-10,511;-40,3204;NE;Nordeste;BA_CAMPO FORMOSO;CAMPO FORMOSO
29;Bahia;BA;2906105;CANÁPOLIS;-13,0729;-44,2013;NE;Nordeste;BA_CANAPOLIS;CANAPOLIS
29;Bahia;BA;2906204;CANARANA;-11,6863;-41,768;NE;Nordeste;BA_CANARANA;CANARANA
29;Bahia;BA;2906303;CANAVIEIRAS;-15,6727;-38,954;NE;Nordeste;BA_CANAVIEIRAS;CANAVIEIRAS
29;Bahia;BA;2906402;CANDEAL;-11,8053;-39,1206;NE;Nordeste;BA_CANDEAL;CANDEAL
29;Bahia;BA;2906501;CANDEIAS;-12,6711;-38,5405;NE;Nordeste;BA_CANDEIAS;CANDEIAS
29;Bahia;BA;2906600;CANDIBA;-14,4138;-42,871;NE;Nordeste;BA_CANDIBA;CANDIBA
29;Bahia;BA;2906709;CÂNDIDO SALES;-15,5064;-41,2381;NE;Nordeste;BA_CANDIDO SALES;CANDIDO SALES
29;Bahia;BA;2906808;CANSANÇÃO;-10,6652;-39,4947;NE;Nordeste;BA_CANSANCAO;CANSANCAO
29;Bahia;BA;2906824;CANUDOS;-9,90685;-39,1453;NE;Nordeste;BA_CANUDOS;CANUDOS
29;Bahia;BA;2906857;CAPELA DO ALTO ALEGRE;-11,6662;-39,8352;NE;Nordeste;BA_CAPELA DO ALTO ALEGRE;CAPELA DO ALTO ALEGRE
29;Bahia;BA;2906873;CAPIM GROSSO;-11,3801;-40,0093;NE;Nordeste;BA_CAPIM GROSSO;CAPIM GROSSO
29;Bahia;BA;2906899;CARAÍBAS;-14,7255;-41,2557;NE;Nordeste;BA_CARAIBAS;CARAIBAS
29;Bahia;BA;2906907;CARAVELAS;-17,7273;-39,26;NE;Nordeste;BA_CARAVELAS;CARAVELAS
29;Bahia;BA;2907004;CARDEAL DA SILVA;-11,9418;-37,9487;NE;Nordeste;BA_CARDEAL DA SILVA;CARDEAL DA SILVA
29;Bahia;BA;2907103;CARINHANHA;-14,299;-43,7727;NE;Nordeste;BA_CARINHANHA;CARINHANHA
29;Bahia;BA;2907202;CASA NOVA;-9,17429;-40,9737;NE;Nordeste;BA_CASA NOVA;CASA NOVA
29;Bahia;BA;2907301;CASTRO ALVES;-12,7676;-39,4266;NE;Nordeste;BA_CASTRO ALVES;CASTRO ALVES
29;Bahia;BA;2907400;CATOLÂNDIA;-12,3158;-44,8632;NE;Nordeste;BA_CATOLANDIA;CATOLANDIA
29;Bahia;BA;2907509;CATU;-12,3541;-38,3754;NE;Nordeste;BA_CATU;CATU
29;Bahia;BA;2907558;CATURAMA;-13,3303;-42,2918;NE;Nordeste;BA_CATURAMA;CATURAMA
29;Bahia;BA;2907608;CENTRAL;-11,138;-42,112;NE;Nordeste;BA_CENTRAL;CENTRAL
29;Bahia;BA;2907707;CHORROCHÓ;-8,96993;-39,0983;NE;Nordeste;BA_CHORROCHO;CHORROCHO
29;Bahia;BA;2907806;CÍCERO DANTAS;-10,5952;-38,3829;NE;Nordeste;BA_CICERO DANTAS;CICERO DANTAS
29;Bahia;BA;2907905;CIPÓ;-11,1036;-38,5183;NE;Nordeste;BA_CIPO;CIPO
29;Bahia;BA;2908002;COARACI;-14,6375;-39,5559;NE;Nordeste;BA_COARACI;COARACI
29;Bahia;BA;2908101;COCOS;-14,1818;-44,5356;NE;Nordeste;BA_COCOS;COCOS
29;Bahia;BA;2908200;CONCEIÇÃO DA FEIRA;-12,5083;-38,9981;NE;Nordeste;BA_CONCEICAO DA FEIRA;CONCEICAO DA FEIRA
29;Bahia;BA;2908309;CONCEIÇÃO DO ALMEIDA;-12,784;-39,1718;NE;Nordeste;BA_CONCEICAO DO ALMEIDA;CONCEICAO DO ALMEIDA
29;Bahia;BA;2908408;CONCEIÇÃO DO COITÉ;-11,5604;-39,2812;NE;Nordeste;BA_CONCEICAO DO COITE;CONCEICAO DO COITE
29;Bahia;BA;2908507;CONCEIÇÃO DO JACUÍPE;-12,3273;-38,7688;NE;Nordeste;BA_CONCEICAO DO JACUIPE;CONCEICAO DO JACUIPE
29;Bahia;BA;2908606;CONDE;-11,8184;-37,6134;NE;Nordeste;BA_CONDE;CONDE
29;Bahia;BA;2908705;CONDEÚBA;-14,9027;-41,9722;NE;Nordeste;BA_CONDEUBA;CONDEUBA
29;Bahia;BA;2908804;CONTENDAS DO SINCORÁ;-13,7628;-41,043;NE;Nordeste;BA_CONTENDAS DO SINCORA;CONTENDAS DO SINCORA
29;Bahia;BA;2908903;CORAÇÃO DE MARIA;-12,2493;-38,7477;NE;Nordeste;BA_CORACAO DE MARIA;CORACAO DE MARIA
29;Bahia;BA;2909000;CORDEIROS;-15,0392;-41,9318;NE;Nordeste;BA_CORDEIROS;CORDEIROS
29;Bahia;BA;2909109;CORIBE;-13,8281;-44,4569;NE;Nordeste;BA_CORIBE;CORIBE
29;Bahia;BA;2909208;CORONEL JOÃO SÁ;-10,2843;-37,9254;NE;Nordeste;BA_CORONEL JOAO SA;CORONEL JOAO SA
29;Bahia;BA;2909307;CORRENTINA;-13,3432;-44,6349;NE;Nordeste;BA_CORRENTINA;CORRENTINA
29;Bahia;BA;2909406;COTEGIPE;-12,0292;-44,2612;NE;Nordeste;BA_COTEGIPE;COTEGIPE
29;Bahia;BA;2909505;CRAVOLÂNDIA;-13,3556;-39,813;NE;Nordeste;BA_CRAVOLANDIA;CRAVOLANDIA
29;Bahia;BA;2909604;CRISÓPOLIS;-11,5064;-38,1518;NE;Nordeste;BA_CRISOPOLIS;CRISOPOLIS
29;Bahia;BA;2909703;CRISTÓPOLIS;-12,2365;-44,4193;NE;Nordeste;BA_CRISTOPOLIS;CRISTOPOLIS
29;Bahia;BA;2909802;CRUZ DAS ALMAS;-12,668;-39,1011;NE;Nordeste;BA_CRUZ DAS ALMAS;CRUZ DAS ALMAS
29;Bahia;BA;2909901;CURAÇÁ;-8,99198;-39,9052;NE;Nordeste;BA_CURACA;CURACA
29;Bahia;BA;2910008;DÁRIO MEIRA;-14,4296;-39,9042;NE;Nordeste;BA_DARIO MEIRA;DARIO MEIRA
29;Bahia;BA;2910057;DIAS D'ÁVILA;-12,6192;-38,293;NE;Nordeste;BA_DIAS D'AVILA;DIAS D'AVILA
29;Bahia;BA;2910107;DOM BASÍLIO;-13,7616;-41,7707;NE;Nordeste;BA_DOM BASILIO;DOM BASILIO
29;Bahia;BA;2910206;DOM MACEDO COSTA;-12,906;-39,1921;NE;Nordeste;BA_DOM MACEDO COSTA;DOM MACEDO COSTA
29;Bahia;BA;2910305;ELÍSIO MEDRADO;-12,9464;-39,521;NE;Nordeste;BA_ELISIO MEDRADO;ELISIO MEDRADO
29;Bahia;BA;2910404;ENCRUZILHADA;-15,5325;-40,9076;NE;Nordeste;BA_ENCRUZILHADA;ENCRUZILHADA
29;Bahia;BA;2910503;ENTRE RIOS;-11,9396;-38,0874;NE;Nordeste;BA_ENTRE RIOS;ENTRE RIOS
29;Bahia;BA;2910602;ESPLANADA;-11,793;-37,9506;NE;Nordeste;BA_ESPLANADA;ESPLANADA
29;Bahia;BA;2910701;EUCLIDES DA CUNHA;-10,5082;-39,0156;NE;Nordeste;BA_EUCLIDES DA CUNHA;EUCLIDES DA CUNHA
29;Bahia;BA;2910727;EUNÁPOLIS;-16,372;-39,5825;NE;Nordeste;BA_EUNAPOLIS;EUNAPOLIS
29;Bahia;BA;2910750;FÁTIMA;-10,594;-38,2116;NE;Nordeste;BA_FATIMA;FATIMA
29;Bahia;BA;2910776;FEIRA DA MATA;-14,2102;-44,2795;NE;Nordeste;BA_FEIRA DA MATA;FEIRA DA MATA
29;Bahia;BA;2910800;FEIRA DE SANTANA;-12,2669;-38,9666;NE;Nordeste;BA_FEIRA DE SANTANA;FEIRA DE SANTANA
29;Bahia;BA;2910859;FILADÉLFIA;-10,7404;-40,1325;NE;Nordeste;BA_FILADELFIA;FILADELFIA
29;Bahia;BA;2910909;FIRMINO ALVES;-14,9875;-39,9238;NE;Nordeste;BA_FIRMINO ALVES;FIRMINO ALVES
29;Bahia;BA;2911006;FLORESTA AZUL;-14,8586;-39,6564;NE;Nordeste;BA_FLORESTA AZUL;FLORESTA AZUL
29;Bahia;BA;2911105;FORMOSA DO RIO PRETO;-11,0427;-45,1904;NE;Nordeste;BA_FORMOSA DO RIO PRETO;FORMOSA DO RIO PRETO
29;Bahia;BA;2911204;GANDU;-13,7471;-39,4899;NE;Nordeste;BA_GANDU;GANDU
29;Bahia;BA;2911253;GAVIÃO;-11,4712;-39,7832;NE;Nordeste;BA_GAVIAO;GAVIAO
29;Bahia;BA;2911303;GENTIO DO OURO;-11,4347;-42,508;NE;Nordeste;BA_GENTIO DO OURO;GENTIO DO OURO
29;Bahia;BA;2911402;GLÓRIA;-9,34333;-38,2595;NE;Nordeste;BA_GLORIA;GLORIA
29;Bahia;BA;2911501;GONGOGI;-14,3245;-39,4654;NE;Nordeste;BA_GONGOGI;GONGOGI
29;Bahia;BA;2911600;GOVERNADOR MANGABEIRA;-12,5999;-39,0415;NE;Nordeste;BA_GOVERNADOR MANGABEIRA;GOVERNADOR MANGABEIRA
29;Bahia;BA;2911659;GUAJERU;-14,5471;-41,9384;NE;Nordeste;BA_GUAJERU;GUAJERU
29;Bahia;BA;2911709;GUANAMBI;-14,2235;-42,7803;NE;Nordeste;BA_GUANAMBI;GUANAMBI
29;Bahia;BA;2911808;GUARATINGA;-16,5837;-39,785;NE;Nordeste;BA_GUARATINGA;GUARATINGA
29;Bahia;BA;2911857;HELIÓPOLIS;-10,6814;-38,294;NE;Nordeste;BA_HELIOPOLIS;HELIOPOLIS
29;Bahia;BA;2911907;IAÇU;-12,7671;-40,2059;NE;Nordeste;BA_IACU;IACU
29;Bahia;BA;2912004;IBIASSUCÊ;-14,2716;-42,2574;NE;Nordeste;BA_IBIASSUCE;IBIASSUCE
29;Bahia;BA;2912103;IBICARAÍ;-14,8583;-39,5918;NE;Nordeste;BA_IBICARAI;IBICARAI
29;Bahia;BA;2912202;IBICOARA;-13,4064;-41,2843;NE;Nordeste;BA_IBICOARA;IBICOARA
29;Bahia;BA;2912301;IBICUÍ;-14,8454;-39,9882;NE;Nordeste;BA_IBICUI;IBICUI
29;Bahia;BA;2912400;IBIPEBA;-11,6442;-42,0199;NE;Nordeste;BA_IBIPEBA;IBIPEBA
29;Bahia;BA;2912509;IBIPITANGA;-12,8809;-42,4859;NE;Nordeste;BA_IBIPITANGA;IBIPITANGA
29;Bahia;BA;2912608;IBIQUERA;-12,6484;-40,9304;NE;Nordeste;BA_IBIQUERA;IBIQUERA
29;Bahia;BA;2912707;IBIRAPITANGA;-14,1621;-39,3727;NE;Nordeste;BA_IBIRAPITANGA;IBIRAPITANGA
29;Bahia;BA;2912806;IBIRAPUÃ;-17,6836;-40,1132;NE;Nordeste;BA_IBIRAPUA;IBIRAPUA
29;Bahia;BA;2912905;IBIRATAIA;-14,0648;-39,6407;NE;Nordeste;BA_IBIRATAIA;IBIRATAIA
29;Bahia;BA;2913002;IBITIARA;-12,6506;-42,2183;NE;Nordeste;BA_IBITIARA;IBITIARA
29;Bahia;BA;2913101;IBITITÁ;-11,5419;-41,9752;NE;Nordeste;BA_IBITITA;IBITITA
29;Bahia;BA;2913200;IBOTIRAMA;-12,1783;-43,217;NE;Nordeste;BA_IBOTIRAMA;IBOTIRAMA
29;Bahia;BA;2913309;ICHU;-11,7487;-39,1906;NE;Nordeste;BA_ICHU;ICHU
29;Bahia;BA;2913408;IGAPORÃ;-13,77;-42,7182;NE;Nordeste;BA_IGAPORA;IGAPORA
29;Bahia;BA;2913457;IGRAPIÚNA;-13,8214;-39,1416;NE;Nordeste;BA_IGRAPIUNA;IGRAPIUNA
29;Bahia;BA;2913507;IGUAÍ;-14,7532;-40,0898;NE;Nordeste;BA_IGUAI;IGUAI
29;Bahia;BA;2913606;ILHÉUS;-14,7935;-39,0463;NE;Nordeste;BA_ILHEUS;ILHEUS
29;Bahia;BA;2913705;INHAMBUPE;-11,7911;-38,3558;NE;Nordeste;BA_INHAMBUPE;INHAMBUPE
29;Bahia;BA;2913804;IPECAETÁ;-12,3157;-39,3084;NE;Nordeste;BA_IPECAETA;IPECAETA
29;Bahia;BA;2913903;IPIAÚ;-14,1333;-39,7373;NE;Nordeste;BA_IPIAU;IPIAU
29;Bahia;BA;2914000;IPIRÁ;-12,1565;-39,7363;NE;Nordeste;BA_IPIRA;IPIRA
29;Bahia;BA;2914109;IPUPIARA;-11,822;-42,6114;NE;Nordeste;BA_IPUPIARA;IPUPIARA
29;Bahia;BA;2914208;IRAJUBA;-13,2568;-40,0852;NE;Nordeste;BA_IRAJUBA;IRAJUBA
29;Bahia;BA;2914307;IRAMAIA;-13,2929;-40,9593;NE;Nordeste;BA_IRAMAIA;IRAMAIA
29;Bahia;BA;2914406;IRAQUARA;-12,2433;-41,6158;NE;Nordeste;BA_IRAQUARA;IRAQUARA
29;Bahia;BA;2914505;IRARÁ;-12,0509;-38,7635;NE;Nordeste;BA_IRARA;IRARA
29;Bahia;BA;2914604;IRECÊ;-11,3038;-41,8538;NE;Nordeste;BA_IRECE;IRECE
29;Bahia;BA;2914653;ITABELA;-16,5737;-39,5597;NE;Nordeste;BA_ITABELA;ITABELA
29;Bahia;BA;2914703;ITABERABA;-12,5246;-40,3062;NE;Nordeste;BA_ITABERABA;ITABERABA
29;Bahia;BA;2914802;ITABUNA;-14,788;-39,2784;NE;Nordeste;BA_ITABUNA;ITABUNA
29;Bahia;BA;2914901;ITACARÉ;-14,2789;-38,9962;NE;Nordeste;BA_ITACARE;ITACARE
29;Bahia;BA;2915007;ITAETÉ;-12,9822;-40,9638;NE;Nordeste;BA_ITAETE;ITAETE
29;Bahia;BA;2915106;ITAGI;-14,1639;-40,0038;NE;Nordeste;BA_ITAGI;ITAGI
29;Bahia;BA;2915205;ITAGIBÁ;-14,2838;-39,8439;NE;Nordeste;BA_ITAGIBA;ITAGIBA
29;Bahia;BA;2915304;ITAGIMIRIM;-16,0824;-39,6136;NE;Nordeste;BA_ITAGIMIRIM;ITAGIMIRIM
29;Bahia;BA;2915353;ITAGUAÇU DA BAHIA;-11,0101;-42,3998;NE;Nordeste;BA_ITAGUACU DA BAHIA;ITAGUACU DA BAHIA
29;Bahia;BA;2915403;ITAJU DO COLÔNIA;-15,1381;-39,7238;NE;Nordeste;BA_ITAJU DO COLONIA;ITAJU DO COLONIA
29;Bahia;BA;2915502;ITAJUÍPE;-14,6765;-39,3739;NE;Nordeste;BA_ITAJUIPE;ITAJUIPE
29;Bahia;BA;2915601;ITAMARAJU;-17,0383;-39,5389;NE;Nordeste;BA_ITAMARAJU;ITAMARAJU
29;Bahia;BA;2915700;ITAMARI;-13,7786;-39,6833;NE;Nordeste;BA_ITAMARI;ITAMARI
29;Bahia;BA;2915809;ITAMBÉ;-15,2449;-40,6328;NE;Nordeste;BA_ITAMBE;ITAMBE
29;Bahia;BA;2915908;ITANAGRA;-12,2549;-38,0405;NE;Nordeste;BA_ITANAGRA;ITANAGRA
29;Bahia;BA;2916005;ITANHÉM;-17,1647;-40,3325;NE;Nordeste;BA_ITANHEM;ITANHEM
29;Bahia;BA;2916104;ITAPARICA;-12,8937;-38,6803;NE;Nordeste;BA_ITAPARICA;ITAPARICA
29;Bahia;BA;2916203;ITAPÉ;-14,8919;-39,4244;NE;Nordeste;BA_ITAPE;ITAPE
29;Bahia;BA;2916302;ITAPEBI;-15,9706;-39,5319;NE;Nordeste;BA_ITAPEBI;ITAPEBI
29;Bahia;BA;2916401;ITAPETINGA;-15,248;-40,2486;NE;Nordeste;BA_ITAPETINGA;ITAPETINGA
29;Bahia;BA;2916500;ITAPICURU;-11,3102;-38,2175;NE;Nordeste;BA_ITAPICURU;ITAPICURU
29;Bahia;BA;2916609;ITAPITANGA;-14,423;-39,5638;NE;Nordeste;BA_ITAPITANGA;ITAPITANGA
29;Bahia;BA;2916708;ITAQUARA;-13,4463;-39,9381;NE;Nordeste;BA_ITAQUARA;ITAQUARA
29;Bahia;BA;2916807;ITARANTIM;-15,6533;-40,0653;NE;Nordeste;BA_ITARANTIM;ITARANTIM
29;Bahia;BA;2916856;ITATIM;-12,7136;-39,6971;NE;Nordeste;BA_ITATIM;ITATIM
29;Bahia;BA;2916906;ITIRUÇU;-13,5343;-40,1513;NE;Nordeste;BA_ITIRUCU;ITIRUCU
29;Bahia;BA;2917003;ITIÚBA;-10,6914;-39,8543;NE;Nordeste;BA_ITIUBA;ITIUBA
29;Bahia;BA;2917102;ITORORÓ;-15,1146;-40,0679;NE;Nordeste;BA_ITORORO;ITORORO
29;Bahia;BA;2917201;ITUAÇU;-13,8111;-41,3006;NE;Nordeste;BA_ITUACU;ITUACU
29;Bahia;BA;2917300;ITUBERÁ;-13,725;-39,1487;NE;Nordeste;BA_ITUBERA;ITUBERA
29;Bahia;BA;2917334;IUIÚ;-14,4107;-43,5511;NE;Nordeste;BA_IUIU;IUIU
29;Bahia;BA;2917359;JABORANDI;-13,6116;-44,476;NE;Nordeste;BA_JABORANDI;JABORANDI
29;Bahia;BA;2917409;JACARACI;-14,8431;-42,432;NE;Nordeste;BA_JACARACI;JACARACI
29;Bahia;BA;2917508;JACOBINA;-11,1817;-40,512;NE;Nordeste;BA_JACOBINA;JACOBINA
29;Bahia;BA;2917607;JAGUAQUARA;-13,5253;-39,9643;NE;Nordeste;BA_JAGUAQUARA;JAGUAQUARA
29;Bahia;BA;2917706;JAGUARARI;-10,2587;-40,1953;NE;Nordeste;BA_JAGUARARI;JAGUARARI
29;Bahia;BA;2917805;JAGUARIPE;-13,1114;-38,8942;NE;Nordeste;BA_JAGUARIPE;JAGUARIPE
29;Bahia;BA;2917904;JANDAÍRA;-11,5621;-37,7856;NE;Nordeste;BA_JANDAIRA;JANDAIRA
29;Bahia;BA;2918001;JEQUIÉ;-13,8513;-40,088;NE;Nordeste;BA_JEQUIE;JEQUIE
29;Bahia;BA;2918100;JEREMOABO;-10,0763;-38,348;NE;Nordeste;BA_JEREMOABO;JEREMOABO
29;Bahia;BA;2918209;JIQUIRIÇÁ;-13,254;-39,5682;NE;Nordeste;BA_JIQUIRICA;JIQUIRICA
